	0	1	2	3	4
18034	A15069	B12226			
18035	A15070	B12227			
18036	A15071	D5707			
18037	A15072	B12228			
18038	A15073	B12229			
18039	A15074	B12230			
18040	A15075	B12231			
18041	A15076	D5708			
18042	A15077	B12232			
18043	A15078	B12233			
18044	A15079	B12234			
18045	A15080	B12235			
18046	A15081	B12236			
18047	A15082	B12237			
18048	C2852	D5709			
18049	A15083	B12238			
18050	A15084	D5710			
18051	A15085	D5711			
18052	A15087	B12240			
18053	A15088	D5712			
18054	C2853	B12241			
18055	A15089	B12242			
18056	A15090	B12243			
18057	A15091	B12244			
18058	A15092	B12245			
18059	A15093	B12246			
18060	C2854	D5713			
18061	A15095	B12248			
18062	A15096	B12249			
18063	A15098	D5714			
18064	A15099	B12250			
18065	A15100	B12251			
18066	A15101	B12252			
18067	A15102	B12253			
18068	A15103	B12254			
18069	A15104	B12255			
18070	C2855	D5715			
18071	A15105	D5716			
18072	A15106	B12256			
18073	A15107	B12257			
18074	A15108	B12258			
18075	A15109	B12259			
18076	A15110	B12260			
18077	A15111	B12261			
18078	C2856	D5717			
18079	C2857	D5718			
18080	A15112	D5719			
18081	A15113	B12262			
18082	A15114	B12263			
18083	A15115	B12264			
18084	A15116	B12265			
18085	A15117	B12266			
18086	A15118	B12267			
18087	C2858	B12268			
18088	A15119	D5720			
18089	C2859	D5721			
18090	A15120	B12269			
18091	A15121	B12270			
18092	A15122	B12271			
18093	C2860	D5722			
18094	C2861	D5723			
18095	C2862	D5724			
18096	A15123	B12272			
18097	A15124	B12273			
18098	A15125	B12274			
18099	A15126	B12275			
18100	A15127	B12276			
18101	C2863	D5725			
18102	A15128	B12277			
18103	A15129	B12278			
18104	A15130	D5726			
18105	A15131	B12279			
18106	A15132	B12280			
18107	A15133	B12281			
18108	A15134	B12282			
18109	C2864	D5727			
18110	A15135	D5728			
18111	A15136	D5729			
18112	A15137	D5730			
18113	A15138	B12283			
18114	A15139	B12284			
18115	A15140	B12285			
18116	A15141	B12286			
18117	A15142	B12287			
18118	A15143	B12288			
18119	A15144	B12289			
18120	A15145	D5731			
18121	A15146	B12290			
18122	A15147	B12291			
18123	A15148	B12292			
18124	A15149	D5732			
18125	A15150	B12293			
18126	A15152	D5733			
18127	A15153	B12296			
18128	C2865	B12297			
18129	A15154	B12298			
18130	A15155	D5734			
18131	A15156	D5735			
18132	A15157	B12299			
18133	A15158	B12300			
18134	C2866	D5736			
18135	A15159	B12301			
18136	A15160	B12302			
18137	A15161	B12303			
18138	A15163	D5737			
18139	A15164	B12305			
18140	A15165	B12306			
18141	A15166	B12307			
18142	A15167	D5738			
18143	C2867	D5739			
18144	C2868	D5740			
18145	C2869	D5741			
18146	C2870	D5742			
18147	A15168	B12308			
18148	C2871	D5743			
18149	A15169	D5744			
18150	C2872	D5745			
18151	A15170	B12309			
18152	A15171	D5746			
18153	A15172	B12310			
18154	C2873	D5747			
18155	A15173	D5748			
18156	A15174	D5749			
18157	A15175	D5750			
18158	C2874	D5751			
18159	A15176	B12311			
18160	A15177	B12312			
18161	C2875	D5752			
18162	A15178	D5753			
18163	A15179	B12313			
18164	A15180	B12314			
18165	A15181	B12315			
18166	C2876	D5754			
18167	A15182	B12316			
18168	A15183	B12317			
18169	A15184	D5755			
18170	A15185	B12318			
18171	A15186	B12319			
18172	A15187	B12320			
18173	A15188	B12321			
18174	A15189	B12322			
18175	A15190	D5756			
18176	A15191	B12323			
18177	A15192	B12324			
18178	C2877	D5757			
18179	A15193	D5758			
18180	C2878	B12325			
18181	A15195	B12326			
18182	A15196	B12327			
18183	A15197	B12328			
18184	C2879	D5760			
18185	A15198	B12329			
18186	A15199	B12330			
18187	A15200	B12331			
18188	A15201	B12332			
18189	A15202	B12333			
18190	A15203	B12334			
18191	C2880	D5761			
18192	A15204	D5762			
18193	A15205	D5763			
18194	A15206	B12335			
18195	A15207	B12336			
18196	A15208	B12337			
18197	A15209	B12338			
18198	A15210	B12339			
18199	A15211	B12340			
18200	C2881	D5764			
18201	A15212	B12341			
18202	A15213	B12342			
18203	A15214	B12343			
18204	C2882	D5765			
18205	A15215	B12344			
18206	A15216	B12345			
18207	A15217	B12346			
18208	A15218	B12347			
18209	A15219	B12348			
18210	C2883	D5766			
18211	A15220	B12349			
18212	A15221	B12350			
18213	A15222	B12351			
18214	C2884	D5767			
18215	A15223	B12352			
18216	A15224	B12353			
18217	C2885	D5768			
18218	A15225	B12354			
18219	C2886	D5769			
18220	A15226	D5770			
18221	A15227	B12355			
18222	A15228	B12356			
18223	A15229	B12357			
18224	A15230	D5771			
18225	A15231	B12358			
18226	A15232	B12359			
18227	A15233	D5772			
18228	A15234	B12360			
18229	A15235	B12361			
18230	A15236	B12362			
18231	C2887	D5773			
18232	C2888	B12363			
18233	A15237	B12364			
18234	A15238	B12365			
18235	C2889	D5774			
18236	C2890	D5775			
18237	A15239	B12366			
18238	A15240	B12367			
18239	A15241	B12368			
18240	A15242	B12369			
18241	A15243	B12370			
18242	A15244	B12371			
18243	C2891	D5776			
18244	A15245	B12372			
18245	A15246	B12373			
18246	C2892	D5777			
18247	A15247	B12374			
18248	A15248	B12375			
18249	A15250	D5778			
18250	A15251	B12376			
18251	A15252	B12377			
18252	A15253	B12378			
18253	A15254	B12379			
18254	A15255	D5779			
18255	A15256	B12380			
18256	A15257	B12381			
18257	A15258	B12382			
18258	A15259	B12383			
18259	A15260	B12384			
18260	A15261	B12385			
18261	A15262	D5780			
18262	A15263	B12386			
18263	A15264	D5781			
18264	A15266	B12388			
18265	C2893	D5782			
18266	A15267	B12389			
18267	C2894	D5783			
18268	A15268	B12390			
18269	A15269	B12391			
18270	A15270	B12392			
18271	A15271	D5784			
18272	A15272	B12393			
18273	C2895	B12394			
18274	A15273	B12395			
18275	A15274	D5785			
18276	C2896	D5786			
18277	A15275	D5787			
18278	A15276	B12396			
18279	A15277	B12397			
18280	C2897	D5788			
18281	A15278	B12398			
18282	C2898	D5789			
18283	C2899	B12399			
18284	A15279	B12400			
18285	A15280	B12401			
18286	C2900	D5790			
18287	A15281	D5791			
18288	A15282	B12402			
18289	A15283	B12403			
18290	A15284	B12404			
18291	C2901	D5792			
18292	A15285	B12405			
18293	A15286	D5793			
18294	C2902	D5794			
18295	C2903	D5795			
18296	A15287	B12406			
18297	A15288	D5796			
18298	A15289	B12407			
18299	C2905	D5798			
18300	A15291	B12408			
18301	A15292	B12409			
18302	A15293	D5800			
18303	A15294	B12411			
18304	A15295	D5801			
18305	A15296	B12412			
18306	A15297	B12413			
18307	A15298	B12414			
18308	A15299	B12415			
18309	A15300	B12416			
18310	A15301	B12417			
18311	C2906	B12418			
18312	A15302	B12419			
18313	A15303	B12420			
18314	A15304	D5802			
18315	A15305	B12421			
18316	A15306	B12422			
18317	C2907	D5803			
18318	A15307	B12423			
18319	A15308	B12424			
18320	C2908	D5804			
18321	A15309	B12425			
18322	A15310	B12426			
18323	C2909	D5805			
18324	A15311	B12427			
18325	A15312	B12428			
18326	A15313	D5806			
18327	A15314	D5807			
18328	A15315	B12429			
18329	A15316	B12430			
18330	A15317	B12431			
18331	A15318	B12432			
18332	A15319	B12433			
18333	A15320	B12434			
18334	C2910	D5808			
18335	A15321	B12435			
18336	A15322	B12436			
18337	A15323	D5809			
18338	A15324	B12437			
18339	C2911	D5810			
18340	A15325	B12438			
18341	A15326	B12439			
18342	A15327	B12440			
18343	A15328	B12441			
18344	A15329	D5811			
18345	C2912	D5812			
18346	A15330	B12442			
18347	A15331	B12443			
18348	A15332	B12444			
18349	A15333	B12445			
18350	A15334	D5813			
18351	C2913	B12446			
18352	A15335	B12447			
18353	A15336	B12448			
18354	A15337	B12449			
18355	C2914	B12450			
18356	A15339	B12452			
18357	A15340	B12453			
18358	A15342	B12455			
18359	A15343	B12456			
18360	A15344	B12457			
18361	A15345	B12458			
18362	C2915	D5814			
18363	A15346	B12459			
18364	C2916	D5815			
18365	C2917	D5816			
18366	A15347	D5817			
18367	C2918	D5818			
18368	A15348	B12460			
18369	C2919	D5819			
18370	C2920	D5820			
18371	C2921	B12461			
18372	C2922	D5821			
18373	A15349	B12462			
18374	A15350	D5822			
18375	A15351	B12463			
18376	A15352	B12464			
18377	A15353	B12465			
18378	A15354	B12466			
18379	A15355	D5823			
18380	A15356	B12467			
18381	A15357	D5824			
18382	A15358	B12468			
18383	A15359	B12469			
18384	C2923	D5825			
18385	A15360	D5826			
18386	C2924	D5827			
18387	A15361	B12470			
18388	C2925	D5828			
18389	A15362	B12471			
18390	A15363	B12472			
18391	A15364	D5829			
18392	A15365	B12473			
18393	A15366	D5830			
18394	A15367	B12474			
18395	C2926	D5831			
18396	A15368	D5832			
18397	A15369	B12475			
18398	A15370	B12476			
18399	A15371	B12477			
18400	A15372	B12478			
18401	A15373	B12479			
18402	A15374	B12480			
18403	A15375	B12481			
18404	A15376	B12482			
18405	A15377	D5833			
18406	A15378	D5834			
18407	A15379	B12483			
18408	C2927	D5835			
18409	C2928	D5836			
18410	A15380	B12484			
18411	A15381	D5837			
18412	A15382	B12485			
18413	A15383	D5838			
18414	A15384	B12486			
18415	A15385	B12487			
18416	C2929	B12488			
18417	A15386	B12489			
18418	A15387	B12490			
18419	A15388	B12491			
18420	A15389	B12492			
18421	A15390	B12493			
18422	A15391	D5839			
18423	A15392	D5840			
18424	A15393	D5841			
18425	A15394	B12494			
18426	A15395	D5842			
18427	A15396	B12495			
18428	A15397	B12496			
18429	A15398	B12497			
18430	A15399	B12498			
18431	A15400	D5843			
18432	A15401	D5844			
18433	A15402	B12499			
18434	A15403	D5845			
18435	A15404	D5846			
18436	A15405	D5847			
18437	A15406	D5848			
18438	A15407	B12500			
18439	A15408	B12501			
18440	C2930	D5849			
18441	A15409	B12502			
18442	C2931	B12503			
18443	C2932	D5850			
18444	A15410	B12504			
18445	A15411	B12505			
18446	C2933	B12506			
18447	A15412	B12507			
18448	C2934	D5851			
18449	A15413	B12508			
18450	A15414	B12509			
18451	A15415	D5852			
18452	A15416	B12510			
18453	A15417	B12511			
18454	A15418	B12512			
18455	C2935	B12513			
18456	A15419	B12514			
18457	A15420	D5853			
18458	A15421	B12515			
18459	A15422	B12516			
18460	A15423	B12517			
18461	A15424	B12518			
18462	A15425	B12519			
18463	C2936	D5854			
18464	A15426	B12520			
18465	C2937	D5855			
18466	A15427	B12521			
18467	A15428	B12522			
18468	A15429	B12523			
18469	A15430	B12524			
18470	A15431	B12525			
18471	A15432	B12526			
18472	C2938	D5856			
18473	A15433	B12527			
18474	C2939	B12528			
18475	C2940	D5857			
18476	C2941	D5858			
18477	C2942	D5859			
18478	C2943	D5860			
18479	A15435	B12529			
18480	A15436	B12530			
18481	C2944	B12532			
18482	A15437	D5861			
18483	A15438	B12533			
18484	A15439	B12534			
18485	A15440	B12535			
18486	A15441	B12536			
18487	A15442	B12537			
18488	A15443	B12538			
18489	A15444	B12539			
18490	A15445	B12540			
18491	C2945	D5862			
18492	A15447	B12541			
18493	A15448	B12542			
18494	A15449	B12543			
18495	A15450	B12544			
18496	A15451	B12545			
18497	A15452	D5863			
18498	A15453	B12546			
18499	A15454	B12547			
18500	A15455	B12548			
18501	A15456	B12549			
18502	A15457	B12550			
18503	A15458	B12551			
18504	C2946	D5864			
18505	A15459	B12552			
18506	C2947	B12553			
18507	A15460	D5865			
18508	A15461	B12554			
18509	C2948	D5866			
18510	A15462	B12555			
18511	A15463	B12556			
18512	A15464	B12557			
18513	A15465	B12558			
18514	A15466	B12559			
18515	A15467	B12560			
18516	C2949	B12561			
18517	A15468	B12562			
18518	A15469	B12563			
18519	A15470	B12564			
18520	A15471	B12565			
18521	A15472	B12566			
18522	A15473	B12567			
18523	A15474	B12568			
18524	A15475	B12569			
18525	A15476	B12570			
18526	A15477	B12571			
18527	C2950	D5867			
18528	A15478	B12572			
18529	A15479	B12573			
18530	A15480	B12574			
18531	C2951	D5868			
18532	C2952	D5869			
18533	A15481	B12575			
18534	A15482	B12576			
18535	A15483	B12577			
18536	A15484	B12578			
18537	A15485	B12579			
18538	A15486	B12580			
18539	A15487	B12581			
18540	A15488	B12582			
18541	A15489	B12583			
18542	C2953	B12584			
18543	C2954	D5870			
18544	A15490	B12585			
18545	C2955	D5871			
18546	A15491	B12586			
18547	C2956	B12587			
18548	A15492	B12588			
18549	A15493	B12589			
18550	C2957	D5872			
18551	A15494	D5873			
18552	A15495	B12590			
18553	A15496	D5874			
18554	A15497	B12591			
18555	C2958	D5875			
18556	A15498	B12592			
18557	A15499	B12593			
18558	A15500	B12594			
18559	A15501	B12596			
18560	A15502	B12597			
18561	A15503	B12598			
18562	A15504	B12599			
18563	A15505	B12600			
18564	A15506	B12601			
18565	A15507	B12602			
18566	A15509	B12604			
18567	A15510	B12605			
18568	A15511	D5877			
18569	A15512	B12606			
18570	A15513	B12607			
18571	A15514	B12608			
18572	A15515	B12609			
18573	A15516	B12610			
18574	A15517	B12611			
18575	A15518	B12612			
18576	A15519	B12613			
18577	A15520	B12614			
18578	A15521	B12615			
18579	A15522	D5878			
18580	A15523	B12616			
18581	A15524	D5879			
18582	A15525	B12617			
18583	A15526	B12618			
18584	A15527	B12619			
18585	A15528	D5880			
18586	A15529	B12620			
18587	C2960	B12621			
18588	A15530	B12622			
18589	A15531	B12623			
18590	A15532	D5881			
18591	A15533	B12624			
18592	A15534	D5882			
18593	A15535	B12625			
18594	A15536	B12626			
18595	A15537	D5883			
18596	A15538	B12627			
18597	C2961	D5884			
18598	A15539	B12628			
18599	A15540	B12629			
18600	C2962	D5885			
18601	A15541	B12630			
18602	A15542	B12631			
18603	A15543	B12632			
18604	A15544	D5886			
18605	A15545	B12633			
18606	C2963	D5887			
18607	A15546	B12634			
18608	A15547	B12635			
18609	A15548	B12636			
18610	A15549	B12637			
18611	A15550	B12638			
18612	A15551	B12639			
18613	A15552	B12640			
18614	C2964	D5888			
18615	A15553	D5889			
18616	A15554	B12641			
18617	C2965	B12642			
18618	A15555	B12643			
18619	C2966	D5890			
18620	A15557	B12645			
18621	A15558	B12646			
18622	A15559	B12647			
18623	A15560	B12648			
18624	A15561	D5891			
18625	A15562	B12649			
18626	A15563	B12650			
18627	A15564	B12651			
18628	A15565	B12652			
18629	A15566	B12653			
18630	A15567	B12654			
18631	A15568	B12655			
18632	A15569	B12656			
18633	A15570	D5892			
18634	A15571	B12657			
18635	C2967	D5893			
18636	A15572	B12658			
18637	A15573	B12659			
18638	A15574	B12660			
18639	A15575	B12661			
18640	A15576	B12662			
18641	A15577	B12663			
18642	A15578	D5894			
18643	A15579	D5895			
18644	C2968	B12664			
18645	A15580	B12665			
18646	A15581	B12666			
18647	A15582	B12667			
18648	C2969	D5896			
18649	A15583	B12668			
18650	A15584	B12669			
18651	A15585	B12670			
18652	A15586	D5897			
18653	A15588	B12672			
18654	A15589	B12673			
18655	A15590	D5898			
18656	A15591	B12674			
18657	A15592	B12675			
18658	A15593	B12676			
18659	A15594	B12677			
18660	A15595	B12678			
18661	A15596	B12679			
18662	A15597	D5899			
18663	A15598	B12680			
18664	C2970	D5900			
18665	C2971	B12681			
18666	A15599	D5901			
18667	A15600	B12682			
18668	A15601	B12683			
18669	A15602	B12684			
18670	A15603	B12685			
18671	A15604	B12686			
18672	A15605	B12687			
18673	A15606	B12688			
18674	A15607	B12689			
18675	A15608	B12690			
18676	A15609	B12691			
18677	C2972	B12692			
18678	C2973	D5902			
18679	C2974	D5903			
18680	A15610	D5904			
18681	A15611	B12693			
18682	A15612	B12694			
18683	A15613	B12695			
18684	C2975	D5905			
18685	A15614	B12696			
18686	C2976	D5906			
18687	C2977	D5907			
18688	A15615	B12697			
18689	A15616	D5908			
18690	C2978	D5909			
18691	C2979	D5910			
18692	C2980	B12698			
18693	A15617	B12699			
18694	A15618	B12700			
18695	A15619	B12701			
18696	A15620	B12702			
18697	A15621	B12703			
18698	A15622	B12704			
18699	C2981	B12705			
18700	A15623	B12706			
18701	A15624	B12707			
18702	C2982	D5911			
18703	A15625	D5912			
18704	A15626	B12708			
18705	A15627	B12709			
18706	A15628	D5913			
18707	A15629	B12711			
18708	A15630	B12712			
18709	A15631	B12713			
18710	A15632	B12714			
18711	A15633	B12715			
18712	A15634	D5914			
18713	A15635	B12716			
18714	C2983	D5915			
18715	A15636	B12717			
18716	A15637	B12718			
18717	A15639	B12720			
18718	C2984	D5916			
18719	A15640	B12721			
18720	C2985	D5917			
18721	C2986	D5918			
18722	A15641	B12722			
18723	A15642	B12723			
18724	A15643	B12724			
18725	A15644	D5919			
18726	A15645	B12725			
18727	A15646	B12726			
18728	A15647	B12727			
18729	C2987	B12728			
18730	A15648	B12729			
18731	C2988	B12730			
18732	A15649	B12731			
18733	A15650	B12732			
18734	C2989	D5920			
18735	A15651	B12733			
18736	C2990	D5921			
18737	A15652	D5922			
18738	A15653	B12734			
18739	A15654	B12735			
18740	A15655	B12736			
18741	A15657	B12738			
18742	C2991	D5923			
18743	A15658	D5924			
18744	A15659	B12739			
18745	A15660	B12740			
18746	A15661	D5925			
18747	A15662	B12741			
18748	A15663	D5926			
18749	A15664	B12742			
18750	A15665	D5927			
18751	C2992	D5928			
18752	A15666	B12743			
18753	A15667	B12744			
18754	A15668	B12745			
18755	A15669	B12746			
18756	A15670	D5929			
18757	A15671	D5930			
18758	A15672	B12747			
18759	C2993	D5931			
18760	A15673	B12748			
18761	A15674	B12749			
18762	A15675	B12750			
18763	C2994	D5932			
18764	C2995	D5933			
18765	C2996	D5934			
18766	A15676	B12751			
18767	A15677	D5935			
18768	A15678	B12752			
18769	A15679	D5936			
18770	A15680	B12753			
18771	A15681	B12754			
18772	A15682	B12755			
18773	C2997	D5937			
18774	A15683	B12756			
18775	A15684	B12757			
18776	A15685	D5938			
18777	A15686	D5939			
18778	A15687	B12758			
18779	A15688	B12759			
18780	A15689	D5940			
18781	A15690	B12760			
18782	A15691	B12761			
18783	A15692	D5941			
18784	A15693	B12762			
18785	A15694	B12763			
18786	A15695	D5942			
18787	C2998	D5943			
18788	A15696	B12764			
18789	A15697	B12765			
18790	A15698	B12766			
18791	A15699	B12767			
18792	A15700	B12768			
18793	A15701	B12769			
18794	A15702	B12770			
18795	A15703	B12771			
18796	A15704	B12772			
18797	A15705	B12773			
18798	A15706	B12774			
18799	A15707	D5944			
18800	A15708	D5945			
18801	A15709	B12775			
18802	A15710	D5946			
18803	C2999	D5947			
18804	C3000	D5948			
18805	A15712	B12776			
18806	A15713	B12777			
18807	C3001	D5949			
18808	A15714	B12778			
18809	A15715	D5950			
18810	A15716	B12779			
18811	A15717	B12780			
18812	A15718	B12781			
18813	A15719	D5951			
18814	A15720	B12782			
18815	A15721	B12783			
18816	A15722	D5952			
18817	A15723	B12784			
18818	A15724	B12785			
18819	C3002	D5953			
18820	A15725	B12786			
18821	A15726	B12787			
18822	A15728	B12789			
18823	A15729	D5954			
18824	A15730	B12790			
18825	C3003	D5955			
18826	A15731	B12791			
18827	A15732	B12792			
18828	A15733	D5956			
18829	A15734	B12793			
18830	C3004	D5957			
18831	A15735	B12794			
18832	A15736	B12795			
18833	A15737	B12796			
18834	A15738	B12797			
18835	A15739	B12798			
18836	C3005	D5958			
18837	A15740	D5959			
18838	A15741	D5960			
18839	A15742	B12799			
18840	A15743	D5961			
18841	A15744	B12800			
18842	A15746	B12802			
18843	C3006	D5962			
18844	A15747	B12803			
18845	A15748	B12804			
18846	C3007	B12805			
18847	C3008	D5963			
18848	A15749	B12806			
18849	A15750	B12807			
18850	A15751	B12808			
18851	C3009	D5964			
18852	A15752	B12809			
18853	A15753	B12810			
18854	A15754	B12811			
18855	A15755	D5965			
18856	C3010	D5966			
18857	C3011	D5967			
18858	A15756	B12812			
18859	C3012	D5968			
18860	C3013	D5969			
18861	C3014	B12813			
18862	A15757	B12814			
18863	A15758	B12815			
18864	C3015	D5970			
18865	C3016	D5971			
18866	A15759	D5972			
18867	C3018	B12817			
18868	A15760	B12818			
18869	A15761	D5973			
18870	A15762	B12819			
18871	A15763	B12820			
18872	A15764	B12821			
18873	C3019	D5974			
18874	A15765	B12822			
18875	C3020	D5975			
18876	A15766	B12823			
18877	A15768	B12825			
18878	C3021	D5976			
18879	A15769	B12826			
18880	C3022	D5977			
18881	A15770	B12827			
18882	A15771	B12828			
18883	A15772	D5978			
18884	A15773	D5979			
18885	C3023	D5980			
18886	A15774	B12829			
18887	A15775	B12830			
18888	A15776	B12831			
18889	C3024	D5981			
18890	A15777	D5982			
18891	C3025	D5983			
18892	C3026	D5984			
18893	C3027	D5985			
18894	A15778	B12832			
18895	A15779	B12833			
18896	C3028	D5986			
18897	A15780	B12834			
18898	A15781	D5987			
18899	A15782	B12835			
18900	A15783	B12836			
18901	A15784	B12837			
18902	A15785	B12838			
18903	A15786	B12839			
18904	A15787	B12840			
18905	A15788	B12841			
18906	A15789	D5988			
18907	A15790	B12842			
18908	A15791	D5989			
18909	A15792	B12843			
18910	A15793	B12844			
18911	A15794	B12845			
18912	A15795	B12846			
18913	A15796	B12847			
18914	A15797	B12848			
18915	C3029	D5990			
18916	A15798	B12849			
18917	C3030	D5991			
18918	A15799	B12851			
18919	A15800	B12852			
18920	A15802	B12854			
18921	A15803	D5992			
18922	A15804	B12855			
18923	A15805	D5993			
18924	A15806	B12856			
18925	A15807	D5994			
18926	A15808	D5995			
18927	A15809	D5996			
18928	A15810	B12857			
18929	A15811	B12858			
18930	C3031	D5997			
18931	A15812	B12859			
18932	C3032	D5998			
18933	A15813	D5999			
18934	A15814	D6000			
18935	A15815	B12860			
18936	A15816	B12861			
18937	A15817	B12862			
18938	A15818	B12863			
18939	C3033	D6001			
18940	C3034	D6002			
18941	A15819	D6003			
18942	A15820	D6004			
18943	C3035	D6005			
18944	A15821	D6006			
18945	C3036	B12864			
18946	A15822	B12865			
18947	A15823	B12866			
18948	A15824	B12867			
18949	A15825	D6007			
18950	C3037	D6008			
18951	C3038	D6009			
18952	A15826	D6010			
18953	A15827	D6011			
18954	C3039	D6012			
18955	A15828	B12868			
18956	A15829	B12869			
18957	A15830	B12870			
18958	A15831	B12871			
18959	A15832	B12872			
18960	C3040	D6013			
18961	C3041	B12873			
18962	A15833	B12874			
18963	A15834	B12875			
18964	A15835	B12876			
18965	A15836	B12877			
18966	A15837	B12878			
18967	A15838	B12879			
18968	A15839	B12880			
18969	A15840	B12881			
18970	A15841	B12882			
18971	A15842	B12883			
18972	A15843	B12884			
18973	A15844	B12885			
18974	A15845	B12886			
18975	A15846	B12887			
18976	A15847	B12888			
18977	A15848	B12889			
18978	C3042	D6014			
18979	A15849	B12890			
18980	A15850	B12891			
18981	A15851	B12892			
18982	A15852	B12893			
18983	A15853	D6015			
18984	A15854	B12894			
18985	A15855	B12895			
18986	A15856	B12896			
18987	A15857	B12897			
18988	A15858	D6016			
18989	A15859	B12898			
18990	A15860	B12899			
18991	C3043	D6017			
18992	A15861	B12900			
18993	C3044	B12901			
18994	A15862	B12902			
18995	C3045	D6018			
18996	A15863	B12903			
18997	A15864	B12904			
18998	A15865	B12905			
18999	C3046	D6019			
19000	A15866	B12906			
19001	A15867	D6020			
19002	C3047	D6021			
19003	A15868	B12907			
19004	A15869	D6022			
19005	C3048	D6023			
19006	C3049	D6024			
19007	C3050	D6025			
19008	C3051	D6026			
19009	A15870	B12908			
19010	A15871	B12909			
19011	A15872	B12910			
19012	A15873	B12911			
19013	A15874	B12912			
19014	A15875	D6027			
19015	A15876	B12913			
19016	A15877	B12914			
19017	A15878	D6028			
19018	C3052	D6029			
19019	C3053	D6030			
19020	C3054	D6031			
19021	C3055	B12915			
19022	A15879	D6032			
19023	C3056	D6033			
19024	A15880	B12916			
19025	A15881	B12917			
19026	A15882	B12918			
19027	A15883	B12919			
19028	C3057	D6034			
19029	A15884	D6035			
19030	A15885	B12920			
19031	A15886	D6036			
19032	A15887	B12921			
19033	A15888	B12922			
19034	A15889	D6037			
19035	A15890	B12923			
19036	C3058	D6038			
19037	A15891	D6039			
19038	C3059	D6040			
19039	A15892	B12924			
19040	C3060	D6041			
19041	C3061	D6042			
19042	A15893	D6043			
19043	A15894	B12925			
19044	C3062	D6044			
19045	A15895	B12926			
19046	A15896	B12927			
19047	C3063	D6045			
19048	C3064	D6046			
19049	A15897	B12928			
19050	A15898	B12929			
19051	A15899	D6047			
19052	A15900	D6048			
19053	A15901	B12930			
19054	A15902	B12931			
19055	A15903	B12932			
19056	C3065	B12933			
19057	C3066	D6049			
19058	A15904	B12934			
19059	A15905	B12935			
19060	A15906	B12936			
19061	A15907	D6050			
19062	A15908	B12937			
19063	A15909	B12938			
19064	A15910	B12939			
19065	A15911	B12940			
19066	A15912	B12941			
19067	A15913	B12942			
19068	C3068	D6051			
19069	A15914	B12943			
19070	A15915	B12944			
19071	A15916	D6052			
19072	C3069	B12945			
19073	A15917	D6053			
19074	A15918	B12946			
19075	A15919	B12947			
19076	A15920	B12948			
19077	A15921	B12949			
19078	A15922	B12950			
19079	A15923	B12951			
19080	C3070	D6054			
19081	A15924	B12952			
19082	A15925	B12953			
19083	A15926	D6055			
19084	C3071	D6056			
19085	A15927	B12954			
19086	C3072	D6057			
19087	A15928	B12955			
19088	A15929	B12956			
19089	C3073	D6058			
19090	A15930	D6059			
19091	A15931	B12957			
19092	A15932	B12958			
19093	A15933	D6060			
19094	A15934	B12959			
19095	C3074	B12960			
19096	A15935	B12961			
19097	A15936	B12962			
19098	A15937	B12963			
19099	A15938	B12964			
19100	A15939	B12965			
19101	A15940	D6061			
19102	A15941	B12966			
19103	A15942	B12967			
19104	A15943	B12968			
19105	A15944	B12969			
19106	A15945	D6062			
19107	A15946	B12970			
19108	A15947	B12971			
19109	A15948	B12972			
19110	A15949	B12973			
19111	A15950	D6063			
19112	A15951	B12974			
19113	A15952	B12975			
19114	C3075	B12976			
19115	C3076	D6064			
19116	A15953	B12977			
19117	C3077	B12978			
19118	A15954	B12979			
19119	A15955	B12980			
19120	A15956	B12981			
19121	C3078	D6065			
19122	A15957	B12982			
19123	A15958	B12983			
19124	C3081	B12984			
19125	A15959	B12985			
19126	A15960	B12986			
19127	A15961	B12987			
19128	A15962	D6066			
19129	C3082	B12989			
19130	A15964	B12990			
19131	C3083	D6067			
19132	A15965	B12991			
19133	A15966	B12992			
19134	A15967	B12993			
19135	C3084	D6068			
19136	A15968	B12994			
19137	C3085	D6069			
19138	A15969	D6070			
19139	A15970	B12995			
19140	A15971	B12996			
19141	C3086	D6071			
19142	A15972	D6072			
19143	A15973	B12997			
19144	A15974	D6073			
19145	A15975	B12998			
19146	A15976	D6074			
19147	A15978	B13000			
19148	A15979	B13001			
19149	A15980	D6075			
19150	A15982	B13003			
19151	A15983	B13004			
19152	A15984	B13005			
19153	A15985	B13006			
19154	A15986	D6076			
19155	C3087	D6077			
19156	A15987	B13007			
19157	A15988	B13008			
19158	C3088	D6078			
19159	C3089	D6079			
19160	A15989	B13009			
19161	C3090	D6080			
19162	C3091	D6081			
19163	C3092	D6082			
19164	A15990	D6083			
19165	A15991	B13010			
19166	C3093	D6084			
19167	A15992	B13011			
19168	A15993	B13012			
19169	A15994	B13013			
19170	A15995	D6085			
19171	A15996	B13014			
19172	A15997	B13015			
19173	C3094	B13016			
19174	A15998	B13017			
19175	A15999	D6086			
19176	A16000	B13018			
19177	A16001	B13019			
19178	A16002	B13020			
19179	A16003	B13021			
19180	A16004	D6087			
19181	A16005	D6088			
19182	A16006	B13022			
19183	A16007	B13023			
19184	A16008	D6089			
19185	A16009	B13024			
19186	A16010	B13025			
19187	C3095	D6090			
19188	A16011	B13026			
19189	A16012	B13027			
19190	C3096	B13028			
19191	C3097	B13029			
19192	C3098	B13030			
19193	A16013	B13031			
19194	A16014	B13032			
19195	A16015	B13033			
19196	A16016	B13034			
19197	C3099	D6091			
19198	A16017	B13035			
